'hello\nBefore\n',10.15625,-10.9375,False,10,1
'hello\nBefore\n',10.15625,-10.9375,False,11,1
'hello\nBefore\n',10.15625,-10.9375,False,12,1
'hello\nBefore\n',10.15625,-10.9375,False,13,1
'hello\nBefore\n',10.15625,-10.9375,False,14,1
'hello\nBefore\n',10.15625,-10.9375,False,15,1
'hello\nBefore\n',10.15625,-10.9375,False,16,1
'hello\nBefore\n',10.15625,-10.9375,False,17,1
'hello\nBefore\n',10.15625,-10.9375,False,18,1
'hello\nBefore\n',10.15625,-10.9375,False,19,1
'hello\nBefore\n',10.15625,-10.9375,False,20,1
'hello\nBefore\n',10.15625,-10.9375,False,21,1
'hello\nBefore\n',10.15625,-10.9375,False,22,1
'hello\nBefore\n',10.15625,-10.9375,False,23,1
'hello\nBefore\n',10.15625,-10.9375,False,24,1
'hello\nBefore\n',10.15625,-10.9375,False,25,1
'hello\nBefore\n',10.15625,-10.9375,False,26,1
'Àhello\nBefore\n',10.15625,-10.9375,False,27,1
'hello\nBefore\n',10.15625,-10.9375,False,28,1
'hello\nBefore\n',10.15625,-10.9375,False,29,1
'hello\nBefore\n',10.15625,-10.546875,False,10,1
'hello\nBefore\n',10.15625,-10.546875,False,11,1
'hello\nBefore\n',10.15625,-10.546875,False,12,1
'hello\nBefore\n',10.15625,-10.546875,False,13,1
'hello\nBefore\n',10.15625,-10.546875,False,14,1
'hello\nBefore\n',10.15625,-10.546875,False,15,1
'hello\nBefore\n',10.15625,-10.546875,False,16,1
'hello\nBefore\n',10.15625,-10.546875,False,17,1
'hello\nBefore\n',10.15625,-10.546875,False,18,1
'hello\nBefore\n',10.15625,-10.546875,False,19,1
'hello\nBefore\n',10.15625,-10.546875,False,20,1
'hello\nBefore\n',10.15625,-10.546875,False,21,1
'hello\nBefore\n',10.15625,-10.546875,False,22,1
'hello\nBefore\n',10.15625,-10.546875,False,23,1
'hello\nBefore\n',10.15625,-10.546875,False,24,1
'hello\nBefore\n',10.15625,-10.546875,False,25,1
'hello\nBefore\n',10.15625,-10.546875,False,26,1
'hello\nBefore\n',10.15625,-10.546875,False,27,1
'hello\nBefore\n',10.15625,-10.546875,False,28,1
'hello\nBefore\n',10.15625,-10.546875,False,29,1
'hello\nBefore\n',10.15625,-10.15625,False,10,1
'hello\nBefore\n',10.15625,-10.15625,False,11,1
'hello\nBefore\n',10.15625,-10.15625,False,12,1
'hello\nBefore\n',10.15625,-10.15625,False,13,1
'hello\nBefore\n',10.15625,-10.15625,False,14,1
'hello\nBefore\n',10.15625,-10.15625,False,15,1
'hello\nBefore\n',10.15625,-10.15625,False,16,1
'hello\nBefore\n',10.15625,-10.15625,False,17,1
'hello\nBefore\n',10.15625,-10.15625,False,18,1
'\x00hello\nBefore\n',10.15625,-10.15625,False,19,1
'hello\nBefore\n',10.15625,-10.15625,False,20,1
'hello\nBefore\n',10.15625,-10.15625,False,21,1
'hello\nBefore\n',10.15625,-10.15625,False,22,1
'hello\nBefore\n',10.15625,-10.15625,False,23,1
