'\x00hello\nBefore\n',-19.921875,-19.921875,False
'hello\nBefore\n',-19.921875,-18.75,False
'hello\nBefore\n',-19.921875,-17.578125,False
'hello\nBefore\n',-19.921875,-16.40625,False
'hello\nBefore\n',-19.921875,-15.234375,False
'hello\nBefore\n',-19.921875,-14.0625,False
'hello\nBefore\n',-19.921875,-12.890625,False
'hello\nBefore\n',-19.921875,-11.71875,False
'hello\nBefore\n',-19.921875,-10.546875,False
'hello\nBefore\n',-19.921875,-9.375,False
'hello\nBefore\n',-19.921875,-8.203125,False
'hello\nBefore\n',-19.921875,-7.03125,False
'hello\nBefore\n',-19.921875,-5.859375,False
'hello\nBefore\n',-19.921875,-4.6875,False
'hello\nBefore\n',-19.921875,-3.515625,False
'hello\nBefore\n',-19.921875,-2.34375,False
'\x00hello\nBefore\n',-19.921875,-1.171875,False
'hello\nBefore\n',-19.921875,0.0,False
'hello\nBefore\n',-19.921875,1.171875,False
'hello\nBefore\n',-19.921875,2.34375,False
'hello\nBefore\n',-19.921875,3.515625,False
'hello\nBefore\n',-19.921875,4.6875,False
'hello\nBefore\n',-19.921875,5.859375,False
'hello\nBefore\n',-19.921875,7.03125,False
'hello\nBefore\n',-19.921875,8.203125,False
'hello\nBefore\n',-19.921875,9.375,False
'hello\nBefore\n',-19.921875,10.546875,False
'hello\nBefore\n',-19.921875,11.71875,False
'hello\nBefore\n',-19.921875,12.890625,False
'hello\nBefore\n',-19.921875,14.0625,False
'hello\nBefore\n',-19.921875,15.234375,False
'hello\nBefore\n',-19.921875,16.40625,False
'hello\nBefore\n',-19.921875,17.578125,False
'hello\nBefore\n',-19.921875,18.75,False
'hello\nBefore\n',-19.921875,19.921875,False
'hello\nBefore\n',-18.75,-19.921875,False
'hello\nBefore\n',-18.75,-18.75,False
'hello\nBefore\n',-18.75,-17.578125,False
'hello\nBefore\n',-18.75,-16.40625,False
'hello\nBefore\n',-18.75,-15.234375,False
'hello\nBefore\n',-18.75,-14.0625,False
'hello\nBefore\n',-18.75,-12.890625,False
'hello\nBefore\n',-18.75,-11.71875,False
'hello\nBefore\n',-18.75,-10.546875,False
'hello\nBefore\n',-18.75,-9.375,False
'hello\nBefore\n',-18.75,-8.203125,False
'hello\nBefore\n',-18.75,-7.03125,False
'hello\nBefore\n',-18.75,-5.859375,False
'hello\nBefore\n',-18.75,-4.6875,False
'hello\nBefore\n',-18.75,-3.515625,False
'hello\nBefore\n',-18.75,-2.34375,False
'\x00hello\nBefore\n',-18.75,-1.171875,False
'hello\nBefore\n',-18.75,0.0,False
'hello\nBefore\n',-18.75,1.171875,False
'hello\nBefore\n',-18.75,2.34375,False
'hello\nBefore\n',-18.75,3.515625,False
'hello\nBefore\n',-18.75,4.6875,False
'hello\nBefore\n',-18.75,5.859375,False
'hello\nBefore\n',-18.75,7.03125,False
